id,transaction_per_day,age,weight,height,prosperity_level
619,12,65,52.08 kg,165.64 cm,High
620,20,49,53.26 kg,179.62 cm,High
621,18,88,70.75 kg,177.75 cm,Average
622,12,51,59.39 kg,171.55 cm,High
623,23,40,73.47 kg,155.17 cm,Average
624,32,51,73.88 kg,156.92 cm,Average
625,39,30,51.77 kg,167.9 cm,Average
626,16,60,55.35 kg,164.32 cm,High
627,34,43,73.12 kg,176.47 cm,Low
628,32,28,79.75 kg,158.79 cm,Low
629,45,25,73.63 kg,158.18 cm,Average
630,16,17,51.85 kg,163.8 cm,Average
631,33,30,51.72 kg,160.86 cm,Low
632,22,42,72.77 kg,150.23 cm,Average
633,31,22,57.9 kg,174.87 cm,Average
634,47,48,73.65 kg,159.19 cm,Low
635,24,67,75.86 kg,175.72 cm,Average
636,29,39,75.09 kg,158.04 cm,Average
637,22,91,79.9 kg,158.65 cm,High
638,27,22,57.24 kg,171.82 cm,Average
639,21,26,66.95 kg,152.03 cm,Low
640,27,93,74.81 kg,165.4 cm,Average
641,44,43,50.99 kg,156.09 cm,Low
642,18,65,50.76 kg,153.01 cm,High
643,30,54,61.42 kg,162.99 cm,Low
644,39,23,71.65 kg,167.39 cm,Average
645,26,74,75.53 kg,170.31 cm,Average
646,29,25,58.02 kg,172.88 cm,Average
647,32,22,61.75 kg,162.27 cm,Average
648,16,26,74.09 kg,156.93 cm,Low
649,22,51,57.11 kg,153.92 cm,Average
650,29,36,62.09 kg,176.71 cm,Low
651,26,89,60.75 kg,162.16 cm,High
652,35,49,72.4 kg,156.74 cm,Low
653,29,37,56.47 kg,161.77 cm,Average
654,21,67,64.71 kg,154.36 cm,Average
655,43,30,71.98 kg,,Average
656,37,49,55.16 kg,163.92 cm,Low
657,41,34,60.1 kg,171.59 cm,Average
658,37,45,63.93 kg,155.15 cm,Low
659,27,33,67.23 kg,174.29 cm,Average
660,21,20,64.32 kg,163.05 cm,Average
661,34,51,50.07 kg,177.59 cm,Low
662,22,48,74.3 kg,160.45 cm,Low
663,28,28,75.64 kg,168.76 cm,Average
664,16,68,62.62 kg,167.71 cm,Average
665,40,29,72.49 kg,154.05 cm,Average
666,20,87,66.49 kg,153.51 cm,Average
667,33,48,58.11 kg,170.83 cm,Low
668,19,30,59.54 kg,179.05 cm,Low
669,12,60,73.19 kg,158.61 cm,Average
670,40,39,54.53 kg,176.73 cm,Average
671,29,71,62.61 kg,176.28 cm,High
672,28,28,51.6 kg,170.79 cm,Average
673,28,48,62.48 kg,167.55 cm,High
674,47,29,76.16 kg,150.74 cm,Average
675,22,75,50.82 kg,169.87 cm,Average
676,17,84,65.61 kg,164.53 cm,High
677,21,81,66.14 kg,159.57 cm,Average
678,21,51,52.82 kg,152.92 cm,High
679,20,97,64.54 kg,152.62 cm,Average
680,24,59,61.63 kg,169.76 cm,Average
681,47,44,75.62 kg,170.87 cm,Average
682,16,78,77.38 kg,162.38 cm,Average
683,29,54,78.26 kg,162.5 cm,Average
684,21,73,56.51 kg,151.01 cm,High
685,44,36,68.12 kg,168.23 cm,Low
686,26,48,65.55 kg,160.91 cm,Low
687,12,64,61.3 kg,161.58 cm,High
688,23,81,72.23 kg,159.95 cm,Average
689,29,72,61.82 kg,176.53 cm,High
690,12,45,53.15 kg,153.26 cm,High
691,27,36,63.58 kg,157.13 cm,Low
692,22,48,68.21 kg,164.53 cm,Average
693,20,56,64.63 kg,159.72 cm,Average
694,24,58,79.29 kg,154.88 cm,Average
695,39,50,50.69 kg,177.17 cm,Average
696,22,93,62.84 kg,155.98 cm,Average
697,19,55,66.53 kg,159.06 cm,Average
698,38,39,64.86 kg,166.53 cm,Low
699,27,56,73.58 kg,164.91 cm,Average
700,33,34,60.2 kg,157.53 cm,Low
701,19,87,77.56 kg,150.28 cm,Average
702,27,26,50.27 kg,157.63 cm,Average
703,42,29,52.95 kg,151.53 cm,
704,28,44,60.85 kg,177.94 cm,Low
705,45,39,50.92 kg,175.7 cm,Average
706,37,54,56.26 kg,171.79 cm,Average
707,24,65,52.0 kg,157.99 cm,Average
708,26,24,74.21 kg,155.88 cm,Low
709,23,57,71.57 kg,160.51 cm,Average
710,21,70,68.25 kg,158.66 cm,High
711,42,41,59.67 kg,152.82 cm,Low
712,,50,57.27 kg,153.97 cm,High
713,17,21,55.56 kg,171.55 cm,Average
714,16,83,52.04 kg,176.31 cm,Average
715,36,40,71.29 kg,167.49 cm,Average
716,31,30,64.39 kg,174.55 cm,Average
717,25,52,73.05 kg,175.8 cm,Average
718,29,19,53.45 kg,171.93 cm,Average
719,38,50,54.17 kg,168.07 cm,Low
720,18,67,60.89 kg,174.49 cm,High
721,24,52,66.18 kg,175.73 cm,Low
722,36,42,59.5 kg,152.56 cm,Low
723,17,57,57.0 kg,164.12 cm,Average
724,47,29,71.21 kg,150.86 cm,Average
725,17,67,,161.24 cm,High
726,33,55,76.11 kg,172.31 cm,Low
727,45,52,75.17 kg,162.18 cm,Average
728,27,85,66.58 kg,160.06 cm,High
729,32,27,68.21 kg,165.28 cm,Average
730,23,69,55.82 kg,154.75 cm,Average
731,42,25,51.63 kg,152.58 cm,Low
732,15,55,54.2 kg,158.04 cm,Average
733,24,40,52.74 kg,169.46 cm,Low
734,26,70,60.99 kg,159.88 cm,High
735,24,36,73.06 kg,176.73 cm,Low
736,21,48,70.85 kg,156.42 cm,Average
737,25,79,74.92 kg,153.66 cm,Average
738,15,66,57.64 kg,154.58 cm,High
739,22,59,55.68 kg,173.71 cm,High
740,19,89,57.14 kg,168.78 cm,Average
741,41,33,65.1 kg,179.9 cm,Low
742,24,44,52.72 kg,174.77 cm,Average
743,11,88,63.67 kg,178.32 cm,Average
744,19,32,55.27 kg,174.83 cm,Average
745,46,31,59.65 kg,156.36 cm,Low
746,41,27,54.09 kg,162.66 cm,Average
747,35,47,51.85 kg,170.75 cm,Low
748,23,83,74.93 kg,161.89 cm,High
749,38,59,66.88 kg,170.33 cm,Low
750,32,37,61.37 kg,170.12 cm,Low
751,15,69,62.59 kg,167.98 cm,Average
752,20,53,50.61 kg,165.3 cm,Low
753,25,52,75.08 kg,177.68 cm,Average
754,39,34,55.86 kg,174.61 cm,Low
755,26,94,79.7 kg,158.58 cm,High
756,21,29,71.94 kg,163.65 cm,Average
757,46,26,79.63 kg,154.25 cm,Average
758,25,66,77.72 kg,161.97 cm,Average
759,38,31,70.01 kg,168.15 cm,Low
760,20,80,61.05 kg,156.88 cm,Average
761,26,81,75.11 kg,162.8 cm,High
762,38,25,58.99 kg,160.46 cm,Average
763,23,77,58.83 kg,157.54 cm,Average
764,,50,64.74 kg,168.53 cm,Average
765,28,84,73.35 kg,156.19 cm,Average
766,44,42,60.83 kg,150.77 cm,Average
767,37,53,70.95 kg,154.37 cm,Average
768,20,36,64.46 kg,161.01 cm,Low
769,27,53,63.1 kg,159.27 cm,Average
770,31,31,64.54 kg,156.74 cm,Average
771,27,37,79.45 kg,175.55 cm,Low
772,42,38,50.87 kg,170.71 cm,Average
773,28,45,56.15 kg,162.62 cm,Average
774,16,52,65.98 kg,156.99 cm,High
775,23,82,77.37 kg,154.93 cm,Average
776,12,92,55.7 kg,177.17 cm,High
777,21,90,79.93 kg,170.46 cm,High
778,24,78,61.87 kg,155.96 cm,Average
779,31,40,56.35 kg,167.61 cm,Low
780,22,16,67.73 kg,154.93 cm,Low
781,26,75,55.76 kg,170.47 cm,Average
782,22,47,50.67 kg,165.82 cm,Low
783,26,48,59.53 kg,179.38 cm,Average
784,25,45,75.82 kg,175.85 cm,Low
785,18,32,62.31 kg,152.61 cm,Average
786,20,75,54.49 kg,159.71 cm,Average
787,17,55,52.68 kg,171.39 cm,Average
788,20,24,52.34 kg,157.27 cm,Low
789,30,50,53.91 kg,154.77 cm,Average
790,28,45,67.3 kg,172.89 cm,Low
791,27,48,55.63 kg,151.15 cm,Average
792,36,37,77.35 kg,153.89 cm,Average
793,23,91,57.32 kg,150.33 cm,Average
794,32,25,53.5 kg,175.85 cm,Average
795,18,55,74.83 kg,150.91 cm,Average
796,31,33,52.17 kg,163.01 cm,Low
797,22,45,57.4 kg,171.48 cm,Low
798,44,49,56.4 kg,175.21 cm,Average
799,18,46,52.6 kg,174.04 cm,Average
800,23,71,77.24 kg,157.78 cm,Average
801,49,44,66.7 kg,150.06 cm,Average
802,19,40,50.33 kg,165.5 cm,Average
803,27,51,55.7 kg,157.63 cm,Low
804,18,54,50.04 kg,170.2 cm,Average
805,16,69,71.55 kg,168.69 cm,Average
806,30,46,78.19 kg,177.14 cm,Low
807,13,55,63.66 kg,172.81 cm,Average
808,38,43,59.68 kg,155.81 cm,Average
809,46,36,55.55 kg,174.23 cm,Low
810,23,92,78.67 kg,172.76 cm,Average
811,31,22,55.02 kg,171.67 cm,Average
812,31,35,62.19 kg,158.26 cm,Average
813,44,34,65.84 kg,168.16 cm,Low
814,15,91,64.51 kg,174.35 cm,Average
815,16,42,54.87 kg,166.95 cm,Low
816,29,67,55.74 kg,153.25 cm,High
817,38,51,59.79 kg,160.19 cm,Average
818,21,40,63.74 kg,163.52 cm,Low
819,38,44,65.95 kg,150.06 cm,Low
820,19,54,71.01 kg,159.27 cm,High
821,38,34,62.43 kg,164.14 cm,Low
822,36,28,66.74 kg,153.07 cm,Low
823,15,79,65.04 kg,166.38 cm,High
824,40,47,74.82 kg,169.93 cm,Average
825,40,39,60.14 kg,159.2 cm,Low
826,17,63,66.15 kg,161.05 cm,High
827,25,59,51.74 kg,179.14 cm,Average
828,20,33,63.01 kg,170.97 cm,Low
829,26,48,61.04 kg,153.54 cm,Average
830,45,53,64.64 kg,151.1 cm,Average
831,36,41,76.47 kg,175.94 cm,Average
832,45,37,58.83 kg,150.23 cm,Low
833,25,69,,169.48 cm,Average
834,47,45,56.45 kg,156.06 cm,Low
835,41,37,75.08 kg,153.45 cm,Average
836,22,75,67.1 kg,160.13 cm,Average
837,18,69,62.77 kg,150.31 cm,Average
838,22,48,70.78 kg,168.18 cm,Average
839,22,78,66.08 kg,172.59 cm,High
840,47,51,70.59 kg,158.13 cm,Low
841,18,67,55.19 kg,173.59 cm,High
842,27,54,70.31 kg,170.15 cm,Low
843,43,47,72.34 kg,158.35 cm,Low
844,22,65,65.13 kg,165.48 cm,Average
845,30,33,73.98 kg,170.7 cm,Low
846,24,82,72.61 kg,150.74 cm,High
847,21,79,54.8 kg,177.19 cm,High
848,25,75,51.52 kg,151.05 cm,High
849,27,39,77.75 kg,177.34 cm,Low
850,20,54,73.11 kg,155.44 cm,Average
851,33,46,58.13 kg,175.04 cm,Average
852,,75,57.4 kg,158.76 cm,High
853,14,73,71.73 kg,153.8 cm,High
854,29,29,61.02 kg,176.52 cm,Average
855,20,91,63.58 kg,151.31 cm,High
856,14,72,53.7 kg,168.3 cm,High
857,17,71,50.38 kg,169.92 cm,High
858,35,30,65.34 kg,174.38 cm,Average
859,18,68,50.4 kg,165.18 cm,High
860,26,35,69.85 kg,164.97 cm,Low
861,24,72,61.53 kg,156.96 cm,Average
862,24,46,69.42 kg,176.99 cm,High
863,40,35,73.42 kg,156.0 cm,Low
864,29,29,52.96 kg,173.6 cm,Average
865,35,27,65.69 kg,160.58 cm,Low
866,23,66,62.54 kg,151.88 cm,High
867,43,21,59.52 kg,162.58 cm,Average
868,24,74,70.21 kg,178.72 cm,Average
869,44,29,79.43 kg,164.58 cm,Average
870,16,81,50.93 kg,150.64 cm,Average
871,16,76,62.32 kg,174.4 cm,Average
872,29,50,70.64 kg,158.63 cm,Average
873,22,76,75.35 kg,157.66 cm,Average
874,17,67,70.12 kg,152.1 cm,High
875,30,34,73.64 kg,164.14 cm,Average
876,23,89,61.12 kg,170.36 cm,Average
877,29,51,51.82 kg,177.52 cm,Low
878,28,71,75.03 kg,167.12 cm,High
879,30,21,79.69 kg,160.86 cm,Average
880,25,51,68.67 kg,159.66 cm,Low
881,24,92,54.31 kg,175.62 cm,Average
882,25,65,68.06 kg,156.63 cm,High
883,30,29,72.97 kg,159.31 cm,Low
884,26,24,57.97 kg,155.5 cm,Low
885,20,53,65.83 kg,156.43 cm,Average
886,28,89,60.85 kg,178.03 cm,High
887,20,58,59.32 kg,172.1 cm,High
888,17,56,65.62 kg,176.26 cm,High
889,16,80,76.12 kg,153.31 cm,High
890,23,31,50.63 kg,174.4 cm,Average
891,22,57,57.89 kg,162.08 cm,Low
892,,57,65.37 kg,150.33 cm,Low
893,20,28,62.8 kg,159.02 cm,Low
894,19,71,56.38 kg,178.97 cm,
895,36,30,63.86 kg,165.6 cm,Average
896,19,34,51.47 kg,151.98 cm,Low
897,34,32,71.27 kg,163.59 cm,Average
898,26,85,53.11 kg,159.29 cm,High
899,20,80,63.44 kg,167.94 cm,High
900,38,47,72.71 kg,171.41 cm,Average
901,19,87,73.29 kg,160.95 cm,Average
902,25,71,73.08 kg,167.06 cm,Average
903,24,90,65.93 kg,173.11 cm,Average
904,47,44,74.27 kg,170.19 cm,Average
905,39,52,74.55 kg,173.8 cm,Average
906,33,32,58.55 kg,153.95 cm,Low
907,27,53,68.61 kg,152.05 cm,High
908,20,79,56.07 kg,153.58 cm,Average
909,27,83,77.39 kg,160.49 cm,High
910,21,28,52.88 kg,154.53 cm,Average
911,30,19,75.11 kg,161.01 cm,Average
912,16,57,67.16 kg,177.74 cm,Average
913,25,41,56.45 kg,160.43 cm,Low
914,29,51,73.55 kg,154.24 cm,Low
915,32,32,67.73 kg,167.55 cm,Average
916,28,55,69.59 kg,174.99 cm,Low
917,31,25,61.18 kg,156.89 cm,Average
918,24,93,59.35 kg,161.89 cm,Average
919,28,70,77.97 kg,161.38 cm,High
920,32,45,61.47 kg,168.51 cm,Low
921,25,59,79.78 kg,154.09 cm,High
922,30,47,52.05 kg,175.07 cm,High
923,20,54,59.24 kg,160.19 cm,Average
924,23,51,77.24 kg,159.82 cm,Average
925,15,74,65.95 kg,156.63 cm,Average
926,15,61,,156.11 cm,High
927,36,54,60.57 kg,158.57 cm,Average
928,16,41,54.49 kg,164.75 cm,Average
929,39,24,59.43 kg,152.26 cm,Low
930,25,50,74.37 kg,165.29 cm,Average
931,27,94,50.15 kg,159.79 cm,High
932,17,62,65.17 kg,166.94 cm,Average
933,20,53,51.72 kg,160.03 cm,Average
934,31,33,56.9 kg,153.94 cm,Low
935,21,45,76.05 kg,157.38 cm,Low
936,25,80,60.54 kg,161.91 cm,Average
937,27,36,79.1 kg,166.04 cm,Average
938,21,48,59.31 kg,174.95 cm,High
939,19,85,68.47 kg,178.92 cm,Average
940,25,39,52.84 kg,173.59 cm,Low
941,20,87,78.97 kg,156.52 cm,High
942,25,37,78.07 kg,172.71 cm,Average
943,18,48,75.63 kg,175.93 cm,High
944,21,72,56.78 kg,150.45 cm,High
945,32,45,74.72 kg,160.47 cm,
946,29,20,77.54 kg,159.38 cm,Average
947,29,49,66.0 kg,162.25 cm,Low
948,39,45,59.97 kg,169.74 cm,Low
949,28,66,63.22 kg,154.89 cm,Average
950,38,28,51.03 kg,150.1 cm,Low
951,28,57,56.81 kg,153.5 cm,High
952,42,47,66.25 kg,165.49 cm,Average
953,28,49,66.49 kg,163.69 cm,Average
954,24,59,54.05 kg,162.41 cm,Average
955,24,61,57.15 kg,176.01 cm,Average
956,45,55,66.92 kg,170.78 cm,Low
957,26,95,78.35 kg,173.55 cm,Average
958,39,41,70.18 kg,170.94 cm,Low
959,39,58,70.01 kg,172.8 cm,Low
960,19,41,66.36 kg,174.66 cm,Low
961,31,23,67.87 kg,178.93 cm,Average
962,23,70,75.66 kg,167.5 cm,Average
963,38,51,54.51 kg,158.28 cm,Average
964,16,79,68.61 kg,163.3 cm,High
965,17,95,63.49 kg,153.24 cm,Average
966,37,48,76.66 kg,173.21 cm,Average
967,34,41,58.01 kg,151.81 cm,Low
968,18,24,60.1 kg,165.68 cm,Low
969,29,84,73.74 kg,165.13 cm,Average
970,23,56,77.66 kg,177.44 cm,Low
971,23,55,75.27 kg,165.87 cm,High
972,18,77,78.41 kg,155.16 cm,Average
973,32,31,65.37 kg,153.1 cm,Average
974,37,43,65.03 kg,159.32 cm,Low
975,15,48,72.99 kg,170.35 cm,Average
976,20,89,75.84 kg,156.36 cm,High
977,18,84,51.84 kg,171.35 cm,Average
978,22,44,64.62 kg,157.01 cm,High
979,24,85,71.34 kg,156.37 cm,Average
980,41,50,64.06 kg,157.62 cm,Average
981,16,56,57.91 kg,175.22 cm,High
982,23,93,64.76 kg,157.67 cm,Average
983,48,53,68.28 kg,154.05 cm,Low
984,18,54,56.76 kg,154.09 cm,High
985,34,51,56.47 kg,160.02 cm,Low
986,27,,63.76 kg,167.05 cm,Low
987,18,52,57.3 kg,161.99 cm,High
988,15,62,62.22 kg,168.56 cm,High
989,24,79,61.06 kg,175.06 cm,High
990,42,31,60.76 kg,155.08 cm,Low
991,14,55,55.66 kg,173.67 cm,Average
992,25,51,55.79 kg,162.25 cm,Low
993,26,73,53.61 kg,152.99 cm,Average
994,25,57,79.79 kg,164.17 cm,High
995,23,50,61.98 kg,159.94 cm,High
996,47,22,74.37 kg,158.02 cm,Low
997,22,89,55.15 kg,177.0 cm,Average
998,35,53,59.24 kg,160.3 cm,Low
999,23,84,59.5 kg,161.1 cm,High
1000,15,68,71.86 kg,163.97 cm,Average
1001,23,67,62.78 kg,166.21 cm,High
1002,24,45,59.15 kg,174.08 cm,Low
1003,33,27,57.86 kg,178.06 cm,Low
1004,36,23,78.11 kg,157.63 cm,Average
1005,16,73,65.6 kg,157.18 cm,High
1006,35,48,66.65 kg,150.59 cm,Average
1007,45,22,67.77 kg,171.91 cm,Low
1008,19,43,74.52 kg,170.65 cm,Low
1009,43,42,63.61 kg,168.78 cm,Average
1010,22,87,79.12 kg,174.59 cm,High
1011,19,86,63.9 kg,171.09 cm,Average
1012,17,48,55.03 kg,165.53 cm,High
1013,40,49,66.61 kg,177.1 cm,Average
1014,41,48,77.94 kg,174.0 cm,Average
1015,15,94,65.51 kg,159.99 cm,Average
1016,15,22,50.12 kg,160.98 cm,Average
1017,14,72,65.24 kg,169.93 cm,Average
1018,15,60,52.42 kg,176.87 cm,Average
1019,46,40,60.34 kg,151.62 cm,Average
1020,35,49,64.3 kg,172.69 cm,Average
1021,33,38,54.13 kg,163.95 cm,Low
1022,23,72,73.59 kg,174.59 cm,Average
1023,20,75,76.38 kg,176.15 cm,Average
1024,43,30,74.78 kg,155.66 cm,Low
1025,33,21,66.73 kg,178.69 cm,Low
1026,21,29,71.96 kg,174.49 cm,Average
1027,14,58,50.65 kg,162.09 cm,Average
1028,25,93,73.34 kg,172.28 cm,High
1029,27,25,71.56 kg,174.11 cm,Average
1030,17,58,52.85 kg,155.36 cm,High
1031,15,56,67.51 kg,156.37 cm,High
1032,35,50,57.44 kg,158.83 cm,Average
1033,49,34,61.87 kg,158.04 cm,Low
1034,16,56,74.56 kg,162.02 cm,Average
1035,18,60,69.07 kg,164.07 cm,High
1036,15,48,71.28 kg,167.04 cm,Average
1037,20,60,62.64 kg,168.68 cm,Average
1038,22,30,70.14 kg,171.06 cm,Low
1039,24,76,65.54 kg,161.64 cm,High
1040,16,77,70.99 kg,170.89 cm,Average
1041,20,54,57.75 kg,168.94 cm,Low
1042,25,26,78.68 kg,175.43 cm,Low
1043,26,55,53.49 kg,172.33 cm,Average
1044,20,90,74.7 kg,152.86 cm,Average
1045,12,59,58.93 kg,179.55 cm,Average
1046,23,62,60.07 kg,155.31 cm,High
1047,17,50,59.27 kg,166.36 cm,Average
1048,40,59,60.19 kg,178.58 cm,Average
1049,20,49,50.21 kg,152.81 cm,Low
1050,23,46,68.15 kg,170.99 cm,Average
1051,41,22,74.97 kg,167.51 cm,Average
1052,31,30,69.53 kg,164.38 cm,Average
1053,24,78,72.36 kg,166.26 cm,High
1054,25,88,63.93 kg,178.47 cm,High
1055,41,23,53.13 kg,174.34 cm,Average
1056,36,54,55.66 kg,172.4 cm,Average
1057,26,43,71.03 kg,161.96 cm,Average
1058,22,62,76.16 kg,164.55 cm,Average
1059,45,41,72.52 kg,154.04 cm,Average
1060,23,92,55.64 kg,165.4 cm,Average
1061,15,69,51.88 kg,171.05 cm,Average
1062,,45,68.96 kg,159.47 cm,Average
1063,48,52,68.34 kg,170.24 cm,Low
1064,16,50,56.31 kg,173.71 cm,Average
1065,25,57,56.83 kg,161.74 cm,Average
1066,27,41,61.08 kg,173.75 cm,Average
1067,35,43,54.63 kg,152.39 cm,Low
1068,21,39,57.84 kg,167.33 cm,Low
1069,27,48,58.84 kg,165.46 cm,Average
1070,26,35,79.17 kg,174.24 cm,Low
1071,24,98,59.86 kg,164.78 cm,High
1072,18,84,72.52 kg,172.79 cm,Average
1073,18,49,53.24 kg,175.78 cm,Average
1074,26,39,55.17 kg,170.76 cm,Low
1075,39,34,51.54 kg,161.33 cm,Average
1076,17,51,78.63 kg,169.53 cm,High
1077,19,58,58.55 kg,161.95 cm,Average
1078,38,40,55.63 kg,162.3 cm,Low
1079,18,61,78.74 kg,168.15 cm,High
1080,11,67,59.95 kg,150.13 cm,Average
1081,24,82,52.67 kg,179.86 cm,Average
1082,20,56,51.47 kg,170.12 cm,Average
1083,32,42,73.35 kg,158.17 cm,Low
1084,23,84,51.9 kg,163.45 cm,High
1085,33,47,57.98 kg,162.92 cm,Average
1086,23,39,71.44 kg,175.92 cm,Low
1087,12,59,72.74 kg,158.9 cm,High
1088,16,83,61.07 kg,173.64 cm,High
1089,25,94,79.07 kg,164.03 cm,Average
1090,23,89,65.07 kg,174.82 cm,High
1091,23,76,51.45 kg,161.93 cm,Average
1092,23,47,56.29 kg,164.4 cm,Average
1093,20,77,61.63 kg,164.0 cm,Average
1094,36,20,64.13 kg,169.5 cm,Average
1095,25,41,72.74 kg,176.71 cm,Low
1096,38,40,71.16 kg,152.43 cm,Low
1097,16,66,55.47 kg,156.24 cm,Average
1098,23,56,70.41 kg,158.1 cm,High
1099,28,53,55.54 kg,158.82 cm,High
1100,41,25,62.73 kg,163.49 cm,Average
1101,23,90,54.63 kg,177.17 cm,High
1102,11,75,78.12 kg,162.76 cm,High
1103,43,22,70.14 kg,177.71 cm,Average
1104,20,55,50.57 kg,165.12 cm,Average
1105,32,16,56.32 kg,167.16 cm,Low
1106,22,50,73.93 kg,160.29 cm,Average
1107,30,37,57.16 kg,172.83 cm,Average
1108,20,43,71.26 kg,164.0 cm,High
1109,18,74,59.18 kg,155.5 cm,Average
1110,25,89,64.79 kg,160.0 cm,Average
1111,18,82,58.6 kg,178.77 cm,Average
1112,23,82,61.07 kg,173.82 cm,High
1113,19,65,51.69 kg,158.39 cm,High
1114,17,42,74.52 kg,161.66 cm,High
1115,35,38,58.52 kg,173.81 cm,Low
1116,45,23,78.18 kg,165.27 cm,Average
1117,20,87,54.38 kg,163.06 cm,High
1118,29,52,57.93 kg,170.47 cm,Low
1119,30,79,69.94 kg,173.74 cm,Average
1120,,90,68.74 kg,168.53 cm,Average
1121,32,44,51.68 kg,159.72 cm,Average
1122,17,48,54.88 kg,177.77 cm,Average
1123,20,19,51.01 kg,162.33 cm,Average
1124,41,54,77.26 kg,154.16 cm,Low
1125,27,29,69.68 kg,169.65 cm,Low
1126,24,76,50.49 kg,153.45 cm,High
1127,17,51,54.6 kg,157.18 cm,Average
1128,23,53,62.15 kg,150.44 cm,Average
1129,22,54,72.99 kg,161.97 cm,Average
1130,43,45,77.53 kg,153.17 cm,Average
1131,20,30,52.88 kg,152.91 cm,Low
1132,32,39,54.46 kg,176.89 cm,Low
1133,22,41,64.54 kg,162.27 cm,Low
1134,43,25,70.81 kg,169.99 cm,Low
1135,17,56,55.15 kg,167.06 cm,Average
1136,25,93,65.65 kg,157.31 cm,Average
1137,21,41,76.8 kg,169.22 cm,Average
1138,19,27,72.72 kg,178.7 cm,Low
1139,24,51,75.18 kg,174.88 cm,Average
1140,30,49,60.04 kg,171.95 cm,Average
1141,24,92,72.3 kg,165.2 cm,High
1142,15,53,73.1 kg,176.9 cm,Average
1143,37,47,59.01 kg,152.65 cm,Low
1144,24,55,57.2 kg,174.21 cm,High
1145,23,85,62.57 kg,178.47 cm,High
1146,43,48,75.71 kg,179.48 cm,Average
1147,26,47,58.15 kg,163.01 cm,Average
1148,17,49,63.08 kg,160.83 cm,Low
1149,19,51,58.85 kg,151.32 cm,Average
1150,19,63,59.53 kg,160.66 cm,Average
1151,23,45,63.36 kg,160.86 cm,Average
1152,20,34,60.72 kg,161.37 cm,Average
1153,25,56,78.11 kg,172.29 cm,Average
1154,35,30,72.38 kg,178.65 cm,Average
1155,19,88,50.53 kg,167.5 cm,High
1156,21,56,77.05 kg,153.44 cm,Low
1157,16,89,68.52 kg,157.84 cm,High
1158,22,45,53.52 kg,150.02 cm,
1159,23,32,60.18 kg,154.25 cm,Low
1160,18,53,54.09 kg,178.73 cm,Average
1161,24,55,75.57 kg,157.27 cm,Low
1162,16,73,68.15 kg,159.94 cm,
1163,25,50,65.65 kg,171.48 cm,Low
1164,15,62,64.1 kg,164.76 cm,High
1165,47,34,54.92 kg,179.43 cm,Low
1166,16,62,76.2 kg,176.55 cm,High
1167,44,40,62.08 kg,174.59 cm,Low
1168,13,45,79.14 kg,152.25 cm,High
1169,32,23,78.21 kg,164.98 cm,Average
1170,42,19,61.82 kg,163.1 cm,Low
1171,25,86,63.19 kg,160.75 cm,Average
1172,25,29,78.51 kg,165.07 cm,Low
1173,30,81,50.96 kg,156.94 cm,High
1174,37,25,51.14 kg,155.55 cm,Low
1175,19,43,75.58 kg,173.78 cm,Low
1176,16,83,73.53 kg,179.35 cm,Average
1177,25,41,56.03 kg,159.95 cm,Average
1178,26,83,62.66 kg,161.67 cm,Average
1179,23,44,51.73 kg,167.2 cm,Low
1180,34,48,72.11 kg,167.55 cm,Low
1181,21,64,76.03 kg,172.25 cm,Average
1182,19,49,,179.53 cm,Low
1183,22,43,61.9 kg,162.63 cm,Low
1184,27,45,55.98 kg,157.94 cm,Average
1185,34,28,60.38 kg,155.56 cm,Low
1186,16,88,67.98 kg,150.44 cm,High
1187,14,81,52.84 kg,179.76 cm,Average
1188,31,59,61.32 kg,162.53 cm,Average
1189,30,46,64.25 kg,153.54 cm,Low
1190,37,45,76.46 kg,176.18 cm,Low
1191,21,22,70.81 kg,179.16 cm,Average
1192,48,44,65.33 kg,171.73 cm,Low
1193,25,66,62.07 kg,151.5 cm,High
1194,23,82,72.46 kg,152.81 cm,Average
1195,26,30,63.22 kg,151.62 cm,Average
1196,23,85,73.69 kg,163.41 cm,Average
1197,27,78,79.61 kg,171.08 cm,High
1198,23,45,66.09 kg,160.05 cm,High
1199,23,58,52.49 kg,163.28 cm,Average
1200,46,58,59.3 kg,173.39 cm,Low
1201,32,34,65.34 kg,179.67 cm,Low
1202,29,72,70.08 kg,164.36 cm,High
1203,38,30,51.79 kg,152.52 cm,Average
1204,45,35,56.23 kg,177.25 cm,Low
1205,18,63,70.6 kg,161.2 cm,Average
1206,34,21,54.45 kg,164.22 cm,Low
1207,30,30,57.49 kg,171.82 cm,Average
1208,21,53,62.4 kg,175.27 cm,Average
1209,37,41,76.88 kg,176.29 cm,Low
1210,24,25,65.03 kg,156.38 cm,Average
1211,35,27,56.54 kg,170.08 cm,Low
1212,36,47,66.98 kg,171.33 cm,Low
1213,22,62,60.38 kg,176.44 cm,Average
1214,37,52,67.58 kg,151.29 cm,Average
1215,26,67,52.99 kg,166.37 cm,Average
1216,28,88,77.01 kg,163.84 cm,Average
1217,28,86,77.96 kg,156.09 cm,High
1218,18,94,77.21 kg,160.82 cm,High
1219,13,83,58.08 kg,150.66 cm,High
1220,22,61,64.59 kg,179.58 cm,Average
1221,25,48,74.55 kg,175.25 cm,High
1222,38,44,75.37 kg,164.42 cm,Average
1223,43,29,64.3 kg,176.31 cm,Low
